symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
SBUX,2018-12-18 00:00:00+00:00,64.92,65.4,64.55,64.77,10523476,59.7036301456,60.1450617918,59.3633599183,59.5656827562,10523476,0.0,1.0
SBUX,2018-12-19 00:00:00+00:00,64.06,65.9,63.68,65.16,14390146,58.9127317795,60.6048864232,58.5632650596,59.9243459687,14390146,0.0,1.0
SBUX,2018-12-20 00:00:00+00:00,62.15,63.8,61.45,63.61,20264918,57.1562016874,58.6736229712,56.5124472034,58.4988896112,20264918,0.0,1.0
SBUX,2018-12-21 00:00:00+00:00,61.39,63.21,61.38,62.31,23524888,56.4572682477,58.1310299061,56.448071755,57.3033455695,23524888,0.0,1.0
SBUX,2018-12-24 00:00:00+00:00,60.56,61.82,60.42,61.48,6323252,55.6939593595,56.8527174307,55.5652084627,56.5400366813,6323252,0.0,1.0
SBUX,2018-12-26 00:00:00+00:00,63.08,63.23,60.67,60.95,16646238,58.0114755019,58.1494228913,55.7951207784,56.052622572,16646238,0.0,1.0
SBUX,2018-12-27 00:00:00+00:00,63.2,63.24,61.62,62.62,11308081,58.1218334135,58.158619384,56.6687875781,57.588436841,11308081,0.0,1.0
SBUX,2018-12-28 00:00:00+00:00,63.39,64.12,63.1747,63.31,7712127,58.2965667734,58.9679107353,58.0985662871,58.2229948324,7712127,0.0,1.0
SBUX,2018-12-31 00:00:00+00:00,64.4,64.61,63.66,63.77,7690183,59.2254125289,59.4185388741,58.5448720744,58.6460334933,7690183,0.0,1.0
SBUX,2019-01-02 00:00:00+00:00,64.32,64.37,63.21,63.68,10093978,59.1518405879,59.197823051,58.1310299061,58.5632650596,10093978,0.0,1.0
SBUX,2019-01-03 00:00:00+00:00,61.53,63.72,61.4,63.46,14390100,56.5860191445,58.6000510302,56.4664647403,58.3609422218,14390100,0.0,1.0
SBUX,2019-01-04 00:00:00+00:00,63.57,64.25,62.08,62.4,12694446,58.4621036407,59.0874651395,57.091826239,57.3861140032,12694446,0.0,1.0
SBUX,2019-01-07 00:00:00+00:00,63.57,64.24,62.74,63.35,10337844,58.4621036407,59.0782686468,57.6987947525,58.2597808029,10337844,0.0,1.0
SBUX,2019-01-08 00:00:00+00:00,63.62,64.29,63.05,63.94,10809743,58.5080861039,59.12425111,57.983886024,58.802373868,10809743,0.0,1.0
SBUX,2019-01-09 00:00:00+00:00,63.88,64.04,62.95,63.65,13080263,58.7471949122,58.8943387943,57.8919210977,58.5356755818,13080263,0.0,1.0
SBUX,2019-01-10 00:00:00+00:00,64.19,64.39,63.24,63.61,10397645,59.0322861837,59.2162160363,58.158619384,58.4988896112,10397645,0.0,1.0
SBUX,2019-01-11 00:00:00+00:00,63.73,63.84,61.67,62.29,13805688,58.6092475228,58.7104089417,56.7147700413,57.2849525842,13805688,0.0,1.0
SBUX,2019-01-14 00:00:00+00:00,63.37,64.06,62.98,63.35,9929560,58.2781737881,58.9127317795,57.9195105756,58.2597808029,9929560,0.0,1.0
SBUX,2019-01-15 00:00:00+00:00,64.08,64.63,63.45,63.58,7930398,58.9311247648,59.4369318594,58.3517457292,58.4713001334,7930398,0.0,1.0
SBUX,2019-01-16 00:00:00+00:00,63.77,64.82,63.75,64.2,8091296,58.6460334933,59.6116652193,58.627640508,59.0414826763,8091296,0.0,1.0
SBUX,2019-01-17 00:00:00+00:00,64.28,64.39,63.6,63.68,6767335,59.1150546174,59.2162160363,58.4896931186,58.5632650596,6767335,0.0,1.0
SBUX,2019-01-18 00:00:00+00:00,64.7,64.81,63.86,64.81,9835199,59.5013073078,59.6024687267,58.728801927,59.6024687267,9835199,0.0,1.0
SBUX,2019-01-22 00:00:00+00:00,65.39,66.21,64.75,64.9,16414325,60.1358652991,60.8899776947,59.5472897709,59.6852371603,16414325,0.0,1.0
SBUX,2019-01-23 00:00:00+00:00,66.43,66.7,65.81,65.88,12372408,61.0923005325,61.3406058335,60.5221179896,60.586493438,12372408,0.0,1.0
SBUX,2019-01-24 00:00:00+00:00,64.74,66.76,62.93,66.61,29719619,59.5380932783,61.3957847893,57.8735281125,61.2578373999,29719619,0.0,1.0
SBUX,2019-01-25 00:00:00+00:00,67.09,67.69,66.1,67.03,21888062,61.699269046,62.2510586038,60.7888162758,61.6440900903,21888062,0.0,1.0
SBUX,2019-01-28 00:00:00+00:00,66.9,66.96,65.91,66.19,11537730,61.5245356861,61.5797146419,60.6140829158,60.8715847094,11537730,0.0,1.0
SBUX,2019-01-29 00:00:00+00:00,67.04,67.5,66.2,67.0,10703449,61.6532865829,62.0763252438,60.8807812021,61.6165006124,10703449,0.0,1.0
SBUX,2019-01-30 00:00:00+00:00,68.15,68.21,67.05,67.11,11702523,62.6740972647,62.7292762204,61.6624830755,61.7176620313,11702523,0.0,1.0
SBUX,2019-01-31 00:00:00+00:00,68.14,69.49,67.08,68.18,24233336,62.664900772,63.9064272769,61.6900725534,62.7016867426,24233336,0.0,1.0
SBUX,2019-02-01 00:00:00+00:00,68.11,69.32,68.0,68.59,10309205,62.6373112942,63.7500869022,62.5361498752,63.0787429403,10309205,0.0,1.0
SBUX,2019-02-04 00:00:00+00:00,67.58,68.11,67.08,68.03,13562350,62.1498971848,62.6373112942,61.6900725534,62.5637393531,13562350,0.0,1.0
SBUX,2019-02-05 00:00:00+00:00,69.34,69.41,67.64,67.76,12781643,63.7684798875,63.8328553359,62.2050761406,62.3154340522,12781643,0.0,1.0
SBUX,2019-02-06 00:00:00+00:00,68.85,69.39,68.5,69.23,10283746,63.6489254833,64.148132742,63.3253652231,64.0002194802,10283746,0.36,1.0
SBUX,2019-02-07 00:00:00+00:00,69.14,69.21,68.48,68.6,10109209,63.9170182704,63.9817303224,63.3068760653,63.4178110117,10109209,0.0,1.0
SBUX,2019-02-08 00:00:00+00:00,69.75,69.82,68.6,68.77,8862140,64.4809375811,64.5456496332,63.4178110117,63.5749688524,8862140,0.0,1.0
SBUX,2019-02-11 00:00:00+00:00,69.99,70.47,69.85,70.0,9230088,64.7028074739,65.1465472594,64.5733833698,64.7120520528,9230088,0.0,1.0
SBUX,2019-02-12 00:00:00+00:00,69.75,70.46,69.71,70.24,8848874,64.4809375811,65.1373026805,64.4439592657,64.9339219455,8848874,0.0,1.0
SBUX,2019-02-13 00:00:00+00:00,70.51,70.6,69.8,69.81,10264422,65.1835255749,65.2667267846,64.5271604755,64.5364050543,10264422,0.0,1.0
SBUX,2019-02-14 00:00:00+00:00,70.84,71.54,69.97,70.13,9441104,65.4885966774,66.1357171979,64.6843183162,64.832231578,9441104,0.0,1.0
SBUX,2019-02-15 00:00:00+00:00,70.71,71.37,70.19,71.15,13924591,65.3684171521,65.9785593572,64.8876990512,65.7751786222,13924591,0.0,1.0
SBUX,2019-02-19 00:00:00+00:00,70.2,70.6,69.78,70.46,9208382,64.89694363,65.2667267846,64.5086713177,65.1373026805,9208382,0.0,1.0
SBUX,2019-02-20 00:00:00+00:00,70.39,70.6,70.05,70.23,9671811,65.0725906285,65.2667267846,64.7582749471,64.9246773666,9671811,0.0,1.0
SBUX,2019-02-21 00:00:00+00:00,70.7,70.93,70.14,70.14,10933548,65.3591725733,65.5717978872,64.8414761569,64.8414761569,10933548,0.0,1.0
SBUX,2019-02-22 00:00:00+00:00,71.3,71.39,70.75,70.76,11311725,65.9138473052,65.9970485149,65.4053954676,65.4146400465,11311725,0.0,1.0
SBUX,2019-02-25 00:00:00+00:00,71.05,72.07,70.98,71.9,12071170,65.6827328335,66.6256798777,65.6180207815,66.468522037,12071170,0.0,1.0
SBUX,2019-02-26 00:00:00+00:00,71.14,71.45,70.92,71.0,12302254,65.7659340433,66.0525159881,65.5625533083,65.6365099392,12302254,0.0,1.0
SBUX,2019-02-27 00:00:00+00:00,70.15,71.13,69.92,70.83,13274806,64.8507207357,65.7566894645,64.6380954218,65.4793520985,13274806,0.0,1.0
SBUX,2019-02-28 00:00:00+00:00,70.26,70.49,69.78,70.14,18956744,64.9524111032,65.1650364171,64.5086713177,64.8414761569,18956744,0.0,1.0
SBUX,2019-03-01 00:00:00+00:00,70.85,71.11,70.45,70.63,8067715,65.4978412563,65.7382003067,65.1280581017,65.2944605212,8067715,0.0,1.0
SBUX,2019-03-04 00:00:00+00:00,70.95,71.35,70.37,70.99,9219708,65.5902870449,65.9600701995,65.0541014707,65.6272653604,9219708,0.0,1.0
SBUX,2019-03-05 00:00:00+00:00,71.58,71.89,71.06,71.19,10496075,66.1726955134,66.4592774582,65.6919774124,65.8121569377,10496075,0.0,1.0
SBUX,2019-03-06 00:00:00+00:00,71.27,72.18,71.16,71.81,7666095,65.8861135686,66.7273702453,65.7844232011,66.3853208273,7666095,0.0,1.0
SBUX,2019-03-07 00:00:00+00:00,70.61,71.36,70.46,71.2,7814691,65.2759713635,65.9693147784,65.1373026805,65.8214015165,7814691,0.0,1.0
SBUX,2019-03-08 00:00:00+00:00,69.36,70.27,69.03,70.15,12363892,64.1203990054,64.9616556821,63.8153279029,64.8507207357,12363892,0.0,1.0
SBUX,2019-03-11 00:00:00+00:00,69.68,70.01,69.14,69.38,11518329,64.4162255291,64.7212966316,63.9170182704,64.1388881631,11518329,0.0,1.0
SBUX,2019-03-12 00:00:00+00:00,70.05,70.58,69.69,69.74,12751689,64.7582749471,65.2482376269,64.425470108,64.4716930023,12751689,0.0,1.0
SBUX,2019-03-13 00:00:00+00:00,70.1,70.9,69.98,70.09,13798644,64.8044978414,65.5440641506,64.693562895,64.7952532625,13798644,0.0,1.0
SBUX,2019-03-14 00:00:00+00:00,70.74,70.89,70.19,70.19,9249246,65.3961508887,65.5348195717,64.8876990512,64.8876990512,9249246,0.0,1.0
SBUX,2019-03-15 00:00:00+00:00,70.67,71.21,70.54,70.8,13096889,65.3314388367,65.8306460954,65.2112593114,65.4516183619,13096889,0.0,1.0
SBUX,2019-03-18 00:00:00+00:00,70.84,71.12,70.44,70.78,5682429,65.4885966774,65.7474448856,65.1188135228,65.4331292042,5682429,0.0,1.0
SBUX,2019-03-19 00:00:00+00:00,71.38,71.7,70.87,70.95,7810698,65.9878039361,66.2836304598,65.516330414,65.5902870449,7810698,0.0,1.0
SBUX,2019-03-20 00:00:00+00:00,71.63,72.4,71.34,71.8,9512399,66.2189184077,66.9307509803,65.9508256206,66.3760762484,9512399,0.0,1.0
SBUX,2019-03-21 00:00:00+00:00,72.26,72.44,71.32,71.32,8044430,66.8013268762,66.9677292957,65.9323364629,65.9323364629,8044430,0.0,1.0
SBUX,2019-03-22 00:00:00+00:00,71.96,72.41,71.69,72.05,8022788,66.5239895102,66.9399955591,66.2743858809,66.60719072,8022788,0.0,1.0
SBUX,2019-03-25 00:00:00+00:00,72.3,72.48,71.73,72.0,6453840,66.8383051916,67.0047076112,66.3113641963,66.5609678257,6453840,0.0,1.0
SBUX,2019-03-26 00:00:00+00:00,72.96,73.19,72.33,72.72,7624044,67.4484473967,67.6610727106,66.8660389282,67.2265775039,7624044,0.0,1.0
SBUX,2019-03-27 00:00:00+00:00,72.74,73.26,72.62,72.94,7662712,67.2450666617,67.7257847626,67.1341317153,67.429958239,7662712,0.0,1.0
SBUX,2019-03-28 00:00:00+00:00,73.96,73.98,72.89,72.97,6709554,68.3729052832,68.3913944409,67.3837353446,67.4576919756,6709554,0.0,1.0
SBUX,2019-03-29 00:00:00+00:00,74.34,74.48,73.53,74.01,9099492,68.72419928,68.8536233841,67.975388392,68.4191281775,9099492,0.0,1.0
SBUX,2019-04-01 00:00:00+00:00,73.96,74.93,73.73,74.76,8108429,68.3729052832,69.269629433,68.1602799693,69.1124715923,8108429,0.0,1.0
SBUX,2019-04-02 00:00:00+00:00,74.27,74.45,73.84,74.01,5520938,68.659487228,68.8258896475,68.2619703368,68.4191281775,5520938,0.0,1.0
SBUX,2019-04-03 00:00:00+00:00,74.33,74.78,73.87,74.56,6755601,68.7149547012,69.1309607501,68.2897040734,68.927580015,6755601,0.0,1.0
SBUX,2019-04-04 00:00:00+00:00,74.35,74.67,73.98,74.5,5449896,68.7334438589,69.0292703826,68.3913944409,68.8721125419,5449896,0.0,1.0
SBUX,2019-04-05 00:00:00+00:00,75.03,75.08,74.35,74.35,5346334,69.3620752217,69.408298116,68.7334438589,68.7334438589,5346334,0.0,1.0
SBUX,2019-04-08 00:00:00+00:00,75.2,75.3,74.47,74.47,5140455,69.5192330624,69.611678851,68.8443788053,68.8443788053,5140455,0.0,1.0
SBUX,2019-04-09 00:00:00+00:00,75.12,75.23,74.8,74.87,4905834,69.4452764315,69.546966799,69.1494499078,69.2141619599,4905834,0.0,1.0
SBUX,2019-04-10 00:00:00+00:00,75.48,75.82,75.21,75.21,6066274,69.7780812706,70.092396952,69.5284776413,69.5284776413,6066274,0.0,1.0
SBUX,2019-04-11 00:00:00+00:00,75.87,76.07,75.65,75.75,6042641,70.1386198463,70.3235114236,69.9352391113,70.0276848999,6042641,0.0,1.0
SBUX,2019-04-12 00:00:00+00:00,76.65,76.95,76.07,76.1,5194754,70.8596969978,71.1370343637,70.3235114236,70.3512451602,5194754,0.0,1.0
SBUX,2019-04-15 00:00:00+00:00,76.16,76.7,76.08,76.67,7632303,70.4067126334,70.9059198921,70.3327560025,70.8781861555,7632303,0.0,1.0
SBUX,2019-04-16 00:00:00+00:00,75.7,76.56,75.365,76.48,8336948,69.9814620056,70.776495788,69.6717686137,70.7025391571,8336948,0.0,1.0
SBUX,2019-04-17 00:00:00+00:00,75.12,75.96,74.8,75.61,9439007,69.4452764315,70.2218210561,69.1494499078,69.8982607958,9439007,0.0,1.0
SBUX,2019-04-18 00:00:00+00:00,76.06,76.26,75.21,75.48,6607755,70.3142668448,70.499158422,69.5284776413,69.7780812706,6607755,0.0,1.0
SBUX,2019-04-22 00:00:00+00:00,75.4,76.06,75.21,75.71,4883100,69.7041246397,70.3142668448,69.5284776413,69.9907065845,4883100,0.0,1.0
SBUX,2019-04-23 00:00:00+00:00,75.99,76.06,75.41,75.48,5274059,70.2495547927,70.3142668448,69.7133692185,69.7780812706,5274059,0.0,1.0
SBUX,2019-04-24 00:00:00+00:00,76.39,76.88,75.91,76.05,9347260,70.6193379473,71.0723223117,70.1755981618,70.3050222659,9347260,0.0,1.0
SBUX,2019-04-25 00:00:00+00:00,77.11,77.23,75.95,76.11,11084455,71.2849476255,71.3958825719,70.2125764772,70.3604897391,11084455,0.0,1.0
SBUX,2019-04-26 00:00:00+00:00,77.45,77.52,75.06,76.95,12550458,71.5992633069,71.663975359,69.3898089583,71.1370343637,12550458,0.0,1.0
SBUX,2019-04-29 00:00:00+00:00,76.91,77.67,76.59,77.3,5426762,71.1000560482,71.802644042,70.8042295246,71.460594624,5426762,0.0,1.0
SBUX,2019-04-30 00:00:00+00:00,77.68,77.79,76.69,77.0,7384433,71.8118886208,71.9135789883,70.8966753132,71.183257258,7384433,0.0,1.0
SBUX,2019-05-01 00:00:00+00:00,77.52,78.15,77.37,77.67,6678194,71.663975359,72.2463838275,71.525306676,71.802644042,6678194,0.0,1.0
SBUX,2019-05-02 00:00:00+00:00,77.47,77.76,76.75,77.66,6247550,71.6177524647,71.8858452517,70.9521427864,71.7933994631,6247550,0.0,1.0
SBUX,2019-05-03 00:00:00+00:00,78.05,78.4,77.34,77.59,4967928,72.1539380388,72.4774982991,71.4975729394,71.728687411,4967928,0.0,1.0
SBUX,2019-05-06 00:00:00+00:00,78.06,78.08,77.02,77.2,5607843,72.1631826177,72.1816717754,71.2017464158,71.3681488353,5607843,0.0,1.0
SBUX,2019-05-07 00:00:00+00:00,77.96,78.74,77.42,77.57,8115808,72.070736829,72.7918139805,71.5715295703,71.7101982533,8115808,0.0,1.0
SBUX,2019-05-08 00:00:00+00:00,78.05,78.64,77.12,77.58,7799892,72.486742878,73.0346887882,71.6230315278,72.0502435935,7799892,0.36,1.0
SBUX,2019-05-09 00:00:00+00:00,77.9,78.23,77.35,77.58,7326756,72.3474345957,72.6539128167,71.8366375607,72.0502435935,7326756,0.0,1.0
SBUX,2019-05-10 00:00:00+00:00,78.42,78.8,77.16,77.63,6448552,72.8303699742,73.1832842893,71.6601804031,72.0966796876,6448552,0.0,1.0
SBUX,2019-05-13 00:00:00+00:00,76.68,77.78,76.08,77.25,9778829,71.2143938998,72.2359879699,70.6571607707,71.7437653725,9778829,0.0,1.0
SBUX,2019-05-14 00:00:00+00:00,77.06,77.74,76.68,76.75,6871125,71.5673082149,72.1988390946,71.2143938998,71.2794044316,6871125,0.0,1.0
SBUX,2019-05-15 00:00:00+00:00,77.76,77.94,76.53,76.69,5415741,72.2174135322,72.3845834709,71.0750856175,71.2236811186,5415741,0.0,1.0
SBUX,2019-05-16 00:00:00+00:00,78.9,79.24,77.57,77.66,6941762,73.2761564775,73.5919219173,72.0409563747,72.124541344,6941762,0.0,1.0
SBUX,2019-05-17 00:00:00+00:00,78.91,79.65,78.37,78.52,7380077,73.2854436963,73.9726978889,72.7839338801,72.9232421624,7380077,0.0,1.0
SBUX,2019-05-20 00:00:00+00:00,76.66,78.42,76.57,78.3,11474974,71.1958194622,72.8303699742,71.1122344928,72.7189233484,11474974,0.0,1.0
SBUX,2019-05-21 00:00:00+00:00,77.53,77.85,76.75,77.05,5808516,72.0038074994,72.3009985016,71.2794044316,71.5580209961,5808516,0.0,1.0
SBUX,2019-05-22 00:00:00+00:00,77.25,77.72,76.91,77.2,5602516,71.7437653725,72.1802646569,71.4279999326,71.6973292784,5602516,0.0,1.0
SBUX,2019-05-23 00:00:00+00:00,76.41,76.94,75.69,76.88,9213376,70.9636389917,71.4558615891,70.2949592368,71.4001382762,9213376,0.0,1.0
SBUX,2019-05-24 00:00:00+00:00,76.15,77.06,75.97,76.83,5627633,70.7221713024,71.5673082149,70.5550013637,71.3537021821,5627633,0.0,1.0
SBUX,2019-05-28 00:00:00+00:00,75.7,76.68,75.32,76.36,16205155,70.3042464556,71.2143938998,69.9513321405,70.9172028976,16205155,0.0,1.0
SBUX,2019-05-29 00:00:00+00:00,75.28,75.49,74.33,75.33,10511592,69.9141832652,70.1092148604,69.0318974775,69.9606193593,10511592,0.0,1.0
SBUX,2019-05-30 00:00:00+00:00,76.17,76.43,75.63,75.65,7178431,70.7407457401,70.9822134294,70.2392359239,70.2578103615,7178431,0.0,1.0
SBUX,2019-05-31 00:00:00+00:00,76.06,76.32,75.38,75.6,7625694,70.6385863331,70.8800540224,70.0070554534,70.2113742674,7625694,0.0,1.0
SBUX,2019-06-03 00:00:00+00:00,76.22,76.53,75.65,76.12,8122316,70.7871818342,71.0750856175,70.2578103615,70.694309646,8122316,0.0,1.0
SBUX,2019-06-04 00:00:00+00:00,78.52,78.76,76.66,76.77,11685007,72.9232421624,73.1461354141,71.1958194622,71.2979788692,11685007,0.0,1.0
SBUX,2019-06-05 00:00:00+00:00,79.96,79.97,78.66,78.79,7437117,74.2606016723,74.2698888911,73.0532632259,73.1739970705,7437117,0.0,1.0
SBUX,2019-06-06 00:00:00+00:00,81.4,81.63,79.9,80.03,10457247,75.5979611821,75.811567215,74.2048783594,74.325612204,10457247,0.0,1.0
SBUX,2019-06-07 00:00:00+00:00,82.48,83.33,81.51,81.6,11278802,76.6009808145,77.3903944141,75.7001205891,75.7837055585,11278802,0.0,1.0
SBUX,2019-06-10 00:00:00+00:00,81.93,82.86,81.38,82.85,8102783,76.0901837795,76.9538951296,75.5793867445,76.9446079108,8102783,0.0,1.0
SBUX,2019-06-11 00:00:00+00:00,82.37,82.86,81.85,82.3,6226559,76.4988214075,76.9538951296,76.015886029,76.4338108758,6226559,0.0,1.0
SBUX,2019-06-12 00:00:00+00:00,82.93,83.67,82.32,82.59,6089028,77.0189056614,77.7061598539,76.4523853134,76.7031402215,6089028,0.0,1.0
SBUX,2019-06-13 00:00:00+00:00,83.35,84.05,83.02,83.33,7156842,77.4089688517,78.059074169,77.1024906307,77.3903944141,7156842,0.0,1.0
SBUX,2019-06-14 00:00:00+00:00,84.24,84.61,83.39,83.54,9226463,78.2355313266,78.5791584229,77.446117727,77.5854260093,9226463,0.0,1.0
SBUX,2019-06-17 00:00:00+00:00,83.02,84.69,82.89,84.65,9313807,77.1024906307,78.6534561734,76.9817567861,78.6163072981,9313807,0.0,1.0
SBUX,2019-06-18 00:00:00+00:00,82.92,84.11,82.89,83.55,10582586,77.0096184425,78.1147974819,76.9817567861,77.5947132281,10582586,0.0,1.0
SBUX,2019-06-19 00:00:00+00:00,83.81,83.92,82.08,83.08,5401369,77.8361809174,77.9383403244,76.2294920618,77.1582139436,5401369,0.0,1.0
SBUX,2019-06-20 00:00:00+00:00,84.69,84.8292,83.83,84.41,5216143,78.6534561734,78.7827342594,77.854755355,78.3934140465,5216143,0.0,1.0
SBUX,2019-06-21 00:00:00+00:00,83.82,84.77,83.81,84.43,12610163,77.8454681362,78.7277539239,77.8361809174,78.4119884841,12610163,0.0,1.0
SBUX,2019-06-24 00:00:00+00:00,83.65,84.56,83.61,84.08,6692691,77.6875854163,78.5327223288,77.650436541,78.0869358255,6692691,0.0,1.0
SBUX,2019-06-25 00:00:00+00:00,84.25,85.2,83.96,84.2,7312327,78.2448185454,79.1271043331,77.9754891997,78.1983824513,7312327,0.0,1.0
SBUX,2019-06-26 00:00:00+00:00,83.38,84.3,83.18,84.3,7576443,77.4368305082,78.2912546395,77.2510861318,78.2912546395,7576443,0.0,1.0
SBUX,2019-06-27 00:00:00+00:00,83.56,83.89,83.21,83.55,6084200,77.6040004469,77.9104786679,77.2789477883,77.5947132281,6084200,0.0,1.0
SBUX,2019-06-28 00:00:00+00:00,83.83,83.96,83.32,83.56,6735620,77.854755355,77.9754891997,77.3811071953,77.6040004469,6735620,0.0,1.0
SBUX,2019-07-01 00:00:00+00:00,84.55,84.96,84.03,84.62,7940539,78.5234351099,78.9042110815,78.0404997314,78.5884456417,7940539,0.0,1.0
SBUX,2019-07-02 00:00:00+00:00,85.51,85.59,84.52,84.74,6206087,79.4150081165,79.4893058671,78.4955734535,78.6998922675,6206087,0.0,1.0
SBUX,2019-07-03 00:00:00+00:00,87.79,87.82,85.98,86.04,7818552,81.5324940071,81.5603556636,79.851507401,79.9072307139,7818552,0.0,1.0
SBUX,2019-07-05 00:00:00+00:00,87.79,87.89,86.88,87.5,5733239,81.5324940071,81.6253661953,80.6873570946,81.2631646614,5733239,0.0,1.0
SBUX,2019-07-08 00:00:00+00:00,87.44,87.95,87.18,87.6,6359676,81.2074413485,81.6810895082,80.9659736592,81.3560368496,6359676,0.0,1.0
SBUX,2019-07-09 00:00:00+00:00,87.23,87.65,86.89,87.29,5355536,81.0124097533,81.4024729437,80.6966443135,81.0681330662,5355536,0.0,1.0
SBUX,2019-07-10 00:00:00+00:00,88.38,88.54,87.42,87.42,5293013,82.0804399174,82.2290354185,81.1888669108,81.1888669108,5293013,0.0,1.0
SBUX,2019-07-11 00:00:00+00:00,89.07,89.29,88.27,88.66,6191375,82.7212580159,82.9255768299,81.9782805104,82.3404820443,6191375,0.0,1.0
SBUX,2019-07-12 00:00:00+00:00,89.77,89.82,88.85,89.28,5628010,83.3713633332,83.4177994273,82.5169392019,82.9162896111,5628010,0.0,1.0
SBUX,2019-07-15 00:00:00+00:00,90.16,90.34,89.66,89.87,6061252,83.7335648671,83.9007348058,83.2692039262,83.4642355214,6061252,0.0,1.0
SBUX,2019-07-16 00:00:00+00:00,90.08,90.48,89.59,90.22,5591855,83.6592671165,84.0307558693,83.2041933944,83.78928818,5591855,0.0,1.0
SBUX,2019-07-17 00:00:00+00:00,90.25,90.38,89.73,90.08,4636215,83.8171498365,83.9378836811,83.3342144579,83.6592671165,4636215,0.0,1.0
SBUX,2019-07-18 00:00:00+00:00,91.5,91.54,89.95,90.33,6471383,84.9780521888,85.015201064,83.5385332719,83.891447587,6471383,0.0,1.0
SBUX,2019-07-19 00:00:00+00:00,90.3,91.61,90.23,91.41,10804899,83.8635859305,85.0802115958,83.7985753988,84.8944672194,10804899,0.0,1.0
SBUX,2019-07-22 00:00:00+00:00,90.92,91.18,90.05,90.52,5636657,84.4393934973,84.6808611866,83.6314054601,84.0679047446,5636657,0.0,1.0
SBUX,2019-07-23 00:00:00+00:00,90.11,91.36,89.17,91.25,7609248,83.687128773,84.8480311253,82.8141302041,84.7458717183,7609248,0.0,1.0
SBUX,2019-07-24 00:00:00+00:00,90.65,90.75,89.68,89.9,5388138,84.1886385892,84.2815107774,83.2877783638,83.4920971778,5388138,0.0,1.0
SBUX,2019-07-25 00:00:00+00:00,90.98,91.55,90.47,91.49,8106322,84.4951168102,85.0244882829,84.0214686505,84.9687649699,8106322,0.0,1.0
SBUX,2019-07-26 00:00:00+00:00,99.11,99.72,95.21,96.4,20846459,92.0456257096,92.6121460575,88.4236103704,89.5287894098,20846459,0.0,1.0
SBUX,2019-07-29 00:00:00+00:00,98.02,98.94,97.21,98.05,11184513,91.0333188584,91.8877429897,90.2810541341,91.0611805148,11184513,0.0,1.0
SBUX,2019-07-30 00:00:00+00:00,96.65,98.28,96.52,97.5,7248270,89.7609698803,91.2747865477,89.6402360356,90.5503834798,7248270,0.0,1.0
SBUX,2019-07-31 00:00:00+00:00,94.69,96.65,93.5,96.65,9912147,87.9406749918,89.7609698803,86.8354959524,89.7609698803,9912147,0.0,1.0
SBUX,2019-08-01 00:00:00+00:00,95.38,97.58,94.58,95.0,8342662,88.5814930903,90.6246812304,87.8385155848,88.2285787752,8342662,0.0,1.0
SBUX,2019-08-02 00:00:00+00:00,95.51,96.04,94.8,95.0,6381721,88.702226935,89.1944495323,88.0428343988,88.2285787752,6381721,0.0,1.0
SBUX,2019-08-05 00:00:00+00:00,93.7,95.52,93.03,94.51,8917441,87.0212403288,88.7115141538,86.398996668,87.7735050531,8917441,0.0,1.0
SBUX,2019-08-06 00:00:00+00:00,95.34,95.71,93.8,94.31,7437982,88.544344215,88.8879713113,87.114112517,87.5877606767,7437982,0.0,1.0
SBUX,2019-08-07 00:00:00+00:00,95.22,95.7,94.17,94.6,6414046,88.7672374667,89.2147093632,87.7883926931,88.1892529337,6414046,0.36,1.0
SBUX,2019-08-08 00:00:00+00:00,96.27,96.41,94.44,95.23,7423616,89.7460822403,89.8765948767,88.0400956349,88.7765597979,7423616,0.0,1.0
SBUX,2019-08-09 00:00:00+00:00,96.3,96.84,95.42,96.15,5209181,89.7740492338,90.2774551173,88.9536840902,89.6342142661,5209181,0.0,1.0
SBUX,2019-08-12 00:00:00+00:00,94.91,96.02,94.3,95.78,5513811,88.4782452002,89.5130239608,87.9095829984,89.2892880126,5513811,0.0,1.0
SBUX,2019-08-13 00:00:00+00:00,96.63,96.67,94.21,94.52,8938251,90.0816861626,90.1189754873,87.8256820178,88.1146742843,8938251,0.0,1.0
SBUX,2019-08-14 00:00:00+00:00,94.92,97.02,94.87,95.91,9989526,88.4875675314,90.4452570785,88.4409558755,89.4104783179,9989526,0.0,1.0
SBUX,2019-08-15 00:00:00+00:00,95.53,96.27,94.61,95.5,5566890,89.0562297332,89.7460822403,88.1985752649,89.0282627396,5566890,0.0,1.0
SBUX,2019-08-16 00:00:00+00:00,96.52,96.83,95.8525,96.29,5032916,89.9791405197,90.2681327862,89.3568749136,89.7647269026,5032916,0.0,1.0
SBUX,2019-08-19 00:00:00+00:00,96.66,97.41,96.22,97.23,5325315,90.1096531562,90.8088279944,89.6994705844,90.6410260332,5325315,0.0,1.0
SBUX,2019-08-20 00:00:00+00:00,95.63,97.12,95.59,96.35,6809918,89.1494530449,90.5384803903,89.1121637202,89.8206608897,6809918,0.0,1.0
SBUX,2019-08-21 00:00:00+00:00,96.32,96.65,95.73,96.27,4740743,89.7926938961,90.100330825,89.2426763567,89.7460822403,4740743,0.0,1.0
